NextprotID,Anchor,GeneName,Chr,ProteinEvidence,PE,Missing
NX_Q5VZL5,,ZMYM4,1,protein level,PE1,0
NX_Q8IZA0,,KIAA0319L,1,protein level,PE1,0
NX_Q9UBB6,,NCDN,1,protein level,PE1,0
NX_Q6VUC0,,TFAP2E,1,transcript level,PE2,1
NX_P49721,,PSMB2,1,protein level,PE1,0
NX_Q8TAB5,,C1orf216,1,protein level,PE1,0
NX_Q9HAW4,,CLSPN,1,protein level,PE1,0
NX_Q9HCK5,,4-Aug,1,protein level,PE1,0
NX_Q9UL18,,1-Aug,1,protein level,PE1,0
NX_Q9H9G7,,3-Aug,1,protein level,PE1,0
NX_Q9UIF3,,TEKT2,1,protein level,PE1,0
NX_Q9NX46,,ADPRHL2,1,protein level,PE1,0
NX_P25067,,COL8A2,1,protein level,PE1,0
NX_O43617,,TRAPPC3,1,protein level,PE1,0
NX_Q3KQU3,,MAP7D1,1,protein level,PE1,0
NX_Q9Y2W1,,THRAP3,1,protein level,PE1,0
NX_A4FU49,,SH3D21,1,protein level,PE1,0
NX_Q9NVM1,,EVA1B,1,protein level,PE1,0
NX_Q6XCG6,,-,1,predicted,PE4,1
NX_Q8N2I9,,STK40,1,transcript level,PE2,1
NX_Q969L4,,LSM10,1,protein level,PE1,0
NX_Q8WVF1,,OSCP1,1,protein level,PE1,0
NX_P82914,,MRPS15,1,protein level,PE1,0
NX_Q99062,,CSF3R,1,protein level,PE1,0
NX_Q13003,,GRIK3,1,transcript level,PE2,1
NX_Q5D1E8,,ZC3H12A,1,protein level,PE1,0
NX_Q9HAF1,,MEAF6,1,protein level,PE1,0
NX_Q8TAD8,,SNIP1,1,protein level,PE1,0
NX_O14645,,DNALI1,1,protein level,PE1,0
NX_Q13823,,GNL2,1,protein level,PE1,0
NX_Q2MKA7,,RSPO1,1,protein level,PE1,0
NX_Q9NX04,,C1orf109,1,protein level,PE1,0
NX_Q53HL2,,CDCA8,1,protein level,PE1,0
NX_Q5JZY3,,EPHA10,1,protein level,PE1,0
NX_Q5VSG8,,MANEAL,1,protein level,PE1,0
NX_Q86U90,,YRDC,1,protein level,PE1,0
NX_Q6ZSJ8,,C1orf122,1,protein level,PE1,0
NX_Q14872,,MTF1,1,protein level,PE1,0
NX_P32019,,INPP5B,1,protein level,PE1,0
NX_Q12874,,SF3A3,1,protein level,PE1,0
NX_Q13643,,FHL3,1,protein level,PE1,0
NX_Q9Y3A2,,UTP11L,1,protein level,PE1,0
NX_Q03052,,POU3F1,1,protein level,PE1,0
NX_Q9HB90,,RRAGC,1,protein level,PE1,0
NX_Q99417,,MYCBP,1,protein level,PE1,0
NX_P57773,,GJA9,1,transcript level,PE2,1
NX_Q9NX52,,RHBDL2,1,protein level,PE1,0
NX_Q9H9L7,,AKIRIN1,1,protein level,PE1,0
NX_O43920,,NDUFS5,1,protein level,PE1,0
NX_Q9UPN3,,MACF1,1,protein level,PE1,0
NX_O94854,,KIAA0754,1,protein level,PE1,0
NX_Q7Z5Y6,,BMP8A,1,transcript level,PE2,1
NX_Q13310,,PABPC4,1,protein level,PE1,0
NX_Q9NQ87,,HEYL,1,transcript level,PE2,1
NX_Q9BXI3,,NT5C1A,1,protein level,PE1,0
NX_Q9UM19,,HPCAL4,1,protein level,PE1,0
NX_Q9UNP9,,PPIE,1,protein level,PE1,0
NX_P34820,,BMP8B,1,protein level,PE1,0
NX_Q9BYC2,,OXCT2,1,transcript level,PE2,1
NX_Q9H3H1,,TRIT1,1,protein level,PE1,0
NX_P12524,,MYCL1,1,protein level,PE1,0
NX_Q8NA29,,MFSD2A,1,protein level,PE1,0
NX_Q01518,,CAP1,1,protein level,PE1,0
NX_P50897,,PPT1,1,protein level,PE1,0
NX_Q13129,,RLF,1,protein level,PE1,0
NX_Q7Z6W1,,TMCO2,1,transcript level,PE2,1
NX_O75844,,ZMPSTE24,1,protein level,PE1,0
NX_Q14055,,COL9A2,1,protein level,PE1,0
NX_Q8WU79,,SMAP2,1,protein level,PE1,0
NX_Q9UJL9,,ZFP69B,1,transcript level,PE2,1
NX_Q49AA0,,ZFP69,1,protein level,PE1,0
NX_Q9H790,,EXO5,1,protein level,PE1,0
NX_Q5T5D7,,ZNF684,1,transcript level,PE2,1
NX_Q9UJD0,,RIMS3,1,protein level,PE1,0
NX_Q8N9K3,,-,1,transcript level,PE2,1
NX_Q13952,,NFYC,1,protein level,PE1,0
NX_P56696,,KCNQ4,1,protein level,PE1,0
NX_Q96RK1,,CITED4,1,protein level,PE1,0
NX_P17812,,CTPS1,1,protein level,PE1,0
NX_Q499Z3,,SLFNL1,1,transcript level,PE2,1
NX_Q96GD3,,SCMH1,1,protein level,PE1,0
NX_A8MYZ6,,FOXO6,1,homology,PE3,1
NX_P20800,,EDN2,1,protein level,PE1,0
NX_Q5T1R4,,HIVEP3,1,protein level,PE1,0
NX_Q16661,,GUCA2B,1,protein level,PE1,0
NX_Q02747,,GUCA2A,1,protein level,PE1,0
NX_Q9UPW0,,FOXJ3,1,protein level,PE1,0
NX_Q8IXN7,,RIMKLA,1,transcript level,PE2,1
NX_Q9H0C1,,ZMYND12,1,transcript level,PE2,1
NX_Q9HAB8,,PPCS,1,protein level,PE1,0
NX_Q5VVM6,,CCDC30,1,transcript level,PE2,1
NX_O43447,,PPIH,1,protein level,PE1,0
NX_P67809,,YBX1,1,protein level,PE1,0
NX_Q8N6F1,,CLDN19,1,protein level,PE1,0
NX_Q32P28,,LEPRE1,1,protein level,PE1,0
NX_Q9BV19,,C1orf50,1,protein level,PE1,0
NX_Q8N300,,CCDC23,1,protein level,PE1,0
NX_Q96PL5,,ERMAP,1,protein level,PE1,0
NX_Q5VV52,,ZNF691,1,protein level,PE1,0
NX_P11166,,SLC2A1,1,protein level,PE1,0
NX_A6NL82,,FAM183A,1,transcript level,PE2,1
NX_Q99848,,EBNA1BP2,1,protein level,PE1,0
NX_Q96MR6,,WDR65,1,protein level,PE1,0
NX_Q96AQ2,,TMEM125,1,protein level,PE1,0
NX_Q8IVY1,,C1orf210,1,uncertain,PE5,0
NX_P35590,,TIE1,1,protein level,PE1,0
NX_P40238,,MPL,1,protein level,PE1,0
NX_Q12834,,CDC20,1,protein level,PE1,0
NX_Q9BW60,,ELOVL1,1,protein level,PE1,0
NX_Q96G25,,MED8,1,protein level,PE1,0
NX_Q5T011,,SZT2,1,protein level,PE1,0
NX_Q5T013,,HYI,1,protein level,PE1,0
NX_P10586,,PTPRF,1,protein level,PE1,0
NX_O75164,,KDM4A,1,protein level,PE1,0
NX_Q11203,,ST3GAL3,1,protein level,PE1,0
NX_Q5T4W7,,ARTN,1,protein level,PE1,0
NX_O94829,,IPO13,1,protein level,PE1,0
NX_Q9BQC3,,DPH2,1,protein level,PE1,0
NX_Q99437,,ATP6V0B,1,transcript level,PE2,1
NX_O60909,,B4GALT2,1,protein level,PE1,0
NX_Q8N4L8,,CCDC24,1,transcript level,PE2,1
NX_P48067,,SLC6A9,1,protein level,PE1,0
NX_Q5JT82,,KLF17,1,protein level,PE1,0
NX_Q9NPF5,,DMAP1,1,protein level,PE1,0
NX_O43414,,ERI3,1,protein level,PE1,0
NX_Q5VTB9,,RNF220,1,protein level,PE1,0
NX_Q6P2H8,,TMEM53,1,transcript level,PE2,1
NX_Q6PIY5,,C1orf228,1,transcript level,PE2,1
NX_Q99661,,KIF2C,1,protein level,PE1,0
NX_P62241,,RPS8,1,protein level,PE1,0
NX_Q8NFU0,,BEST4,1,protein level,PE1,0
NX_Q9H4B4,,PLK3,1,protein level,PE1,0
NX_Q5JR98,,TCTEX1D4,1,protein level,PE1,0
NX_C9JJ37,,BTBD19,1,transcript level,PE2,1
NX_Q9Y6C5,,PTCH2,1,transcript level,PE2,1
NX_Q9NR50,,EIF2B3,1,protein level,PE1,0
NX_Q5T447,,HECTD3,1,protein level,PE1,0
NX_P06132,,UROD,1,protein level,PE1,0
NX_Q9P217,,ZSWIM5,1,transcript level,PE2,1
NX_Q96IR7,,HPDL,1,protein level,PE1,0
NX_Q9UIF7,,MUTYH,1,protein level,PE1,0
NX_Q96GM8,,TOE1,1,protein level,PE1,0
NX_Q96S53,,TESK2,1,protein level,PE1,0
NX_Q9Y4U1,,MMACHC,1,protein level,PE1,0
NX_Q06830,,PRDX1,1,protein level,PE1,0
NX_P14550,,AKR1A1,1,protein level,PE1,0
NX_P49321,,NASP,1,protein level,PE1,0
NX_Q96LX7,,CCDC17,1,transcript level,PE2,1
NX_Q9HC44,,GPBP1L1,1,protein level,PE1,0
NX_Q5SWH9,,TMEM69,1,transcript level,PE2,1
NX_Q9Y573,,IPP,1,protein level,PE1,0
NX_Q6P0Q8,,MAST2,1,protein level,PE1,0
NX_Q92569,,PIK3R3,1,protein level,PE1,0
NX_O60635,,TSPAN1,1,protein level,PE1,0
NX_Q8WZA1,,POMGNT1,1,protein level,PE1,0
NX_Q96LR2,,LURAP1,1,protein level,PE1,0
NX_Q92698,,RAD54L,1,protein level,PE1,0
NX_Q15345,,LRRC41,1,protein level,PE1,0
NX_P07919,,UQCRH,1,protein level,PE1,0
NX_Q96CB9,,NSUN4,1,protein level,PE1,0
NX_O00519,,FAAH,1,protein level,PE1,0
NX_Q8NFW5,,DMBX1,1,protein level,PE1,0
NX_A6PVL3,,KNCN,1,transcript level,PE2,1
NX_Q9BUB5,,MKNK1,1,protein level,PE1,0
NX_Q70IA8,,MOB3C,1,protein level,PE1,0
NX_Q5TC12,,ATPAF1,1,protein level,PE1,0
NX_O75071,,EFCAB14,1,protein level,PE1,0
NX_Q6PEX7,,TEX38,1,transcript level,PE2,1
NX_P13584,,CYP4B1,1,protein level,PE1,0
NX_Q8N1L4,,CYP4Z2P,1,uncertain,PE5,0
NX_Q02928,,CYP4A11,1,protein level,PE1,0
NX_Q8N118,,CYP4X1,1,protein level,PE1,0
NX_Q86W10,,CYP4Z1,1,protein level,PE1,0
NX_Q5TCH4,,CYP4A22,1,protein level,PE1,0
NX_Q13113,,PDZK1IP1,1,protein level,PE1,0
NX_P17542,,TAL1,1,protein level,PE1,0
NX_Q15468,,STIL,1,protein level,PE1,0
NX_P30085,,CMPK1,1,protein level,PE1,0
NX_Q13461,,FOXE3,1,transcript level,PE2,1
NX_O60548,,FOXD2,1,protein level,PE1,0
NX_A6NFA1,,TRABD2B,1,protein level,PE1,0
NX_A8MVG2,,SKINT1,1,uncertain,PE5,0
NX_Q2M3M2,,SLC5A9,1,protein level,PE1,0
NX_Q9NWH7,,SPATA6,1,protein level,PE1,0
NX_Q5VU57,,AGBL4,1,transcript level,PE2,1
NX_Q7L4P6,,BEND5,1,protein level,PE1,0
NX_P26378,,ELAVL4,1,protein level,PE1,0
NX_Q96SC8,,DMRTA2,1,transcript level,PE2,1
NX_Q9UNN5,,FAF1,1,protein level,PE1,0
NX_P42773,,CDKN2C,1,protein level,PE1,0
NX_Q5T7R7,,C1orf185,1,transcript level,PE2,1
NX_Q9Y3C5,,RNF11,1,protein level,PE1,0
NX_Q5SRH9,,TTC39A,1,protein level,PE1,0
NX_P42566,,EPS15,1,protein level,PE1,0
NX_Q96SU4,,OSBPL9,1,protein level,PE1,0
NX_O43847,,NRD1,1,protein level,PE1,0
NX_P20337,,RAB3B,1,protein level,PE1,0
NX_O95881,,TXNDC12,1,protein level,PE1,0
NX_Q96EK9,,KTI12,1,protein level,PE1,0
NX_Q96K17,,BTF3L4,1,protein level,PE1,0
NX_O95405,,ZFYVE9,1,protein level,PE1,0
NX_Q5T0F9,,CC2D1B,1,protein level,PE1,0
NX_Q13415,,ORC1,1,protein level,PE1,0
NX_Q8NAV1,,PRPF38A,1,protein level,PE1,0
NX_Q5TAX3,,ZCCHC11,1,protein level,PE1,0
NX_Q96SL4,,GPX7,1,protein level,PE1,0
NX_Q6UWV7,,FAM159A,1,transcript level,PE2,1
NX_Q96BR5,,SELRC1,1,protein level,PE1,0
NX_Q9C0D3,,ZYG11B,1,protein level,PE1,0
NX_Q6WRX3,,ZYG11A,1,transcript level,PE2,1
NX_Q86YB7,,ECHDC2,1,protein level,PE1,0
NX_P22307,,SCP2,1,protein level,PE1,0
NX_Q7Z5L7,,PODN,1,protein level,PE1,0
NX_O00341,,SLC1A7,1,transcript level,PE2,1
NX_P23786,,CPT2,1,protein level,PE1,0
NX_Q9NWV4,,C1orf123,1,protein level,PE1,0
NX_P61326,,MAGOH,1,protein level,PE1,0
NX_Q14114,,LRP8,1,protein level,PE1,0
NX_Q96MA1,,DMRTB1,1,transcript level,PE2,1
NX_Q8NBF1,,GLIS1,1,protein level,PE1,0
NX_Q9BTX1,,NDC1,1,protein level,PE1,0
NX_Q9Y548,,YIPF1,1,protein level,PE1,0
NX_P49895,,DIO1,1,protein level,PE1,0
NX_Q9Y547,,HSPB11,1,protein level,PE1,0
NX_Q9Y546,,LRRC42,1,protein level,PE1,0
NX_Q5T700,,LDLRAD1,1,transcript level,PE2,1
NX_Q9BXS4,,TMEM59,1,protein level,PE1,0
NX_Q96MN5,,TCEANC2,1,protein level,PE1,0
NX_Q5VXM1,,CDCP2,1,transcript level,PE2,1
NX_Q6IPT4,,CYB5RL,1,protein level,PE1,0
NX_Q9BZE1,,MRPL37,1,protein level,PE1,0
NX_Q9BWW4,,SSBP3,1,protein level,PE1,0
NX_Q7Z2R9,,C1orf191,1,predicted,PE4,1
NX_Q8WXI4,,ACOT11,1,protein level,PE1,0
NX_Q8WW52,,FAM151A,1,protein level,PE1,0
NX_Q68CQ1,,MROH7,1,transcript level,PE2,1
NX_O95801,,TTC4,1,protein level,PE1,0
NX_Q7L3T8,,PARS2,1,protein level,PE1,0
NX_Q5TAA0,,TTC22,1,protein level,PE1,0
NX_Q3ZCV2,,C1orf177,1,transcript level,PE2,1
NX_Q15392,,DHCR24,1,protein level,PE1,0
NX_Q8N0U2,,TMEM61,1,transcript level,PE2,1
NX_Q8WZ55,,BSND,1,protein level,PE1,0
NX_Q8NBP7,,PCSK9,1,protein level,PE1,0
NX_Q9UPU5,,USP24,1,protein level,PE1,0
NX_O14495,,PPAP2B,1,protein level,PE1,0
NX_P54646,,PRKAA2,1,protein level,PE1,0
NX_Q5VWT5,,C1orf168,1,transcript level,PE2,1
NX_P07357,,C8A,1,protein level,PE1,0
NX_P07358,,C8B,1,protein level,PE1,0
NX_O75553,,DAB1,1,protein level,PE1,0
NX_Q96E52,,OMA1,1,protein level,PE1,0
NX_P09758,,TACSTD2,1,protein level,PE1,0
NX_Q5VVJ2,,MYSM1,1,protein level,PE1,0
NX_P05412,,JUN,1,protein level,PE1,0
NX_Q0P140,,-,1,uncertain,PE5,0
NX_Q96C11,,FGGY,1,protein level,PE1,0
NX_Q9UJC3,,HOOK1,1,protein level,PE1,0
NX_P51589,,CYP2J2,1,protein level,PE1,0
NX_Q8N0U7,,C1orf87,1,protein level,PE1,0
NX_Q12857,,NFIA,1,protein level,PE1,0
NX_Q9BX74,,TM2D1,1,protein level,PE1,0
NX_Q8NI35,,INADL,1,protein level,PE1,0
NX_Q5T7N2,,L1TD1,1,protein level,PE1,0
NX_Q5T7N3,,KANK4,1,protein level,PE1,0
NX_O94782,,USP1,1,protein level,PE1,0
NX_Q96N67,,DOCK7,1,protein level,PE1,0
NX_Q9Y5C1,,ANGPTL3,1,protein level,PE1,0
NX_Q96DT6,,ATG4C,1,protein level,PE1,0
NX_Q9UJU5,,FOXD3,1,protein level,PE1,0
NX_Q9Y672,,ALG6,1,protein level,PE1,0
NX_Q13352,,ITGB3BP,1,protein level,PE1,0
NX_A8K855,,EFCAB7,1,protein level,PE1,0
NX_P36871,,PGM1,1,protein level,PE1,0
NX_Q01973,,ROR1,1,protein level,PE1,0
NX_Q5VVX9,,UBE2U,1,protein level,PE1,0
NX_Q5VU97,,CACHD1,1,protein level,PE1,0
NX_Q9HCJ3,,RAVER2,1,protein level,PE1,0
NX_P23458,,JAK1,1,protein level,PE1,0
NX_P27144,,AK4,1,protein level,PE1,0
NX_O75061,,DNAJC6,1,protein level,PE1,0
NX_P48357,,LEPR,1,protein level,PE1,0
NX_O15243,,LEPROT,1,protein level,PE1,0
NX_Q07343,,PDE4B,1,protein level,PE1,0
NX_Q9BQI5,,SGIP1,1,protein level,PE1,0
NX_Q8N7M0,,TCTEX1D1,1,transcript level,PE2,1
NX_Q9Y5Q6,,INSL5,1,protein level,PE1,0
NX_Q5VTH9,,WDR78,1,transcript level,PE2,1
NX_Q8N108,,MIER1,1,protein level,PE1,0
NX_Q9NTN3,,SLC35D1,1,protein level,PE1,0
NX_Q5JVX7,,C1orf141,1,transcript level,PE2,1
NX_Q5VWK5,,IL23R,1,protein level,PE1,0
NX_Q99665,,IL12RB2,1,protein level,PE1,0
NX_Q8NC51,,SERBP1,1,protein level,PE1,0
NX_P24522,,GADD45A,1,protein level,PE1,0
NX_Q9UBI6,,GNG12,1,protein level,PE1,0
NX_O95661,,DIRAS3,1,protein level,PE1,0
NX_Q5T9L3,,WLS,1,protein level,PE1,0
NX_Q16518,,RPE65,1,protein level,PE1,0
NX_Q5TB30,,DEPDC1,1,protein level,PE1,0
NX_Q96NW7,,LRRC7,1,protein level,PE1,0
NX_O15428,,PIN1P1,1,uncertain,PE5,0
NX_Q9H9A6,,LRRC40,1,protein level,PE1,0
NX_Q05519,,SRSF11,1,protein level,PE1,0
NX_Q8N6S4,,ANKRD13C,1,protein level,PE1,0
NX_Q9XRX5,,HHLA3,1,protein level,PE1,0
NX_P32929,,CTH,1,protein level,PE1,0
NX_P43115,,PTGER3,1,transcript level,PE2,1
NX_O95218,,ZRANB2,1,protein level,PE1,0
NX_Q7Z3B1,,NEGR1,1,protein level,PE1,0
NX_A6PVS8,,LRRIQ3,1,transcript level,PE2,1
NX_O14772,,FPGT,1,protein level,PE1,0
NX_Q59H18,,TNNI3K,1,protein level,PE1,0
NX_A6NM62,,LRRC53,1,transcript level,PE2,1
NX_Q5RHP9,,C1orf173,1,protein level,PE1,0
NX_Q08257,,CRYZ,1,protein level,PE1,0
NX_Q6IPR3,,TYW3,1,protein level,PE1,0
NX_Q68G74,,LHX8,1,transcript level,PE2,1
NX_Q8NCS7,,SLC44A5,1,transcript level,PE2,1
NX_P11310,,ACADM,1,protein level,PE1,0
NX_P53611,,RABGGTB,1,protein level,PE1,0
NX_O15457,,MSH4,1,protein level,PE1,0
NX_Q8WXJ9,,ASB17,1,transcript level,PE2,1
NX_Q8NDV1,,ST6GALNAC3,1,protein level,PE1,0
NX_Q9BVH7,,ST6GALNAC5,1,transcript level,PE2,1
NX_Q92643,,PIGK,1,protein level,PE1,0
NX_Q9Y6K8,,AK5,1,protein level,PE1,0
NX_Q8IYH5,,ZZZ3,1,protein level,PE1,0
NX_Q8TEY7,,USP33,1,protein level,PE1,0
NX_Q8NAN2,,FAM73A,1,protein level,PE1,0
NX_Q8NBZ9,,NEXN-AS1,1,uncertain,PE5,0
NX_Q0ZGT2,,NEXN,1,protein level,PE1,0
NX_Q96AE4,,FUBP1,1,protein level,PE1,0
NX_Q9UDY4,,DNAJB4,1,protein level,PE1,0
NX_Q8TF65,,GIPC2,1,protein level,PE1,0
NX_P43088,,PTGFR,1,transcript level,PE2,1
NX_Q53G44,,IFI44L,1,protein level,PE1,0
NX_Q8TCB0,,IFI44,1,protein level,PE1,0
NX_Q9HBW9,,ELTD1,1,protein level,PE1,0
NX_O95490,,LPHN2,1,protein level,PE1,0
NX_Q6ZT98,,TTLL7,1,protein level,PE1,0
NX_P22694,,PRKACB,1,protein level,PE1,0
NX_Q5VXD3,,SAMD13,1,transcript level,PE2,1
NX_Q8WZ79,,DNASE2B,1,transcript level,PE2,1
NX_Q9H9Y2,,RPF1,1,protein level,PE1,0
NX_P63218,,GNG5,1,protein level,PE1,0
NX_Q5VX52,,SPATA1,1,transcript level,PE2,1
NX_Q01459,,CTBS,1,protein level,PE1,0
NX_Q8NAE3,,C1orf180,1,transcript level,PE2,1
NX_Q9Y2D8,,SSX2IP,1,protein level,PE1,0
NX_Q9UBY5,,LPAR3,1,transcript level,PE2,1
NX_Q8IZK6,,MCOLN2,1,protein level,PE1,0
NX_Q8IWG1,,WDR63,1,transcript level,PE2,1
NX_Q8TDD5,,MCOLN3,1,protein level,PE1,0
NX_Q5VT97,,SYDE2,1,protein level,PE1,0
NX_Q8N6N3,,C1orf52,1,protein level,PE1,0
NX_O95999,,BCL10,1,protein level,PE1,0
NX_O94760,,DDAH1,1,protein level,PE1,0
NX_O00622,,CYR61,1,protein level,PE1,0
NX_Q9NWK9,,ZNHIT6,1,protein level,PE1,0
NX_Q17RW2,,COL24A1,1,protein level,PE1,0
NX_Q9ULJ1,,ODF2L,1,protein level,PE1,0
NX_Q9UQC9,,CLCA2,1,protein level,PE1,0
NX_A8K7I4,,CLCA1,1,protein level,PE1,0
NX_Q14CN2,,CLCA4,1,protein level,PE1,0
NX_Q9Y6N3,,CLCA3P,1,protein level,PE1,0
NX_Q9Y371,,SH3GLB1,1,protein level,PE1,0
NX_O60613,,15-Sep,1,protein level,PE1,0
NX_Q6ZW34,,-,1,transcript level,PE2,1
NX_Q7LGA3,,HS2ST1,1,protein level,PE1,0
NX_P61968,,LMO4,1,protein level,PE1,0
NX_Q16513,,PKN2,1,protein level,PE1,0
NX_Q00403,,GTF2B,1,protein level,PE1,0
NX_Q6YP21,,CCBL2,1,protein level,PE1,0
NX_Q96E39,,RBMXL1,1,protein level,PE1,0
NX_Q9H0R5,,GBP3,1,transcript level,PE2,1
NX_P32455,,GBP1,1,protein level,PE1,0
NX_P32456,,GBP2,1,protein level,PE1,0
NX_Q8N8V2,,GBP7,1,transcript level,PE2,1
NX_Q96PP9,,GBP4,1,protein level,PE1,0
NX_Q96PP8,,GBP5,1,protein level,PE1,0
NX_Q6ZN66,,GBP6,1,protein level,PE1,0
NX_Q6P9F7,,LRRC8B,1,protein level,PE1,0
NX_Q8TDW0,,LRRC8C,1,protein level,PE1,0
NX_Q7L1W4,,LRRC8D,1,protein level,PE1,0
NX_Q5BKZ1,,ZNF326,1,protein level,PE1,0
NX_Q9NY43,,BARHL2,1,transcript level,PE2,1
NX_Q9H582,,ZNF644,1,protein level,PE1,0
NX_A2PYH4,,HFM1,1,transcript level,PE2,1
NX_O00311,,CDC7,1,protein level,PE1,0
NX_Q03167,,TGFBR3,1,protein level,PE1,0
NX_Q58F21,,BRDT,1,protein level,PE1,0
NX_Q8IUS5,,EPHX4,1,protein level,PE1,0
NX_Q5XKL5,,BTBD8,1,transcript level,PE2,1
NX_Q9UPP5,,KIAA1107,1,protein level,PE1,0
NX_Q5VVC0,,C1orf146,1,transcript level,PE2,1
NX_Q92990,,GLMN,1,protein level,PE1,0
NX_Q8IXW5,,RPAP2,1,protein level,PE1,0
NX_Q99684,,GFI1,1,protein level,PE1,0
NX_O60447,,EVI5,1,protein level,PE1,0
NX_P46777,,RPL5,1,protein level,PE1,0
NX_Q5T7M9,,FAM69A,1,protein level,PE1,0
NX_Q9Y483,,MTF2,1,protein level,PE1,0
NX_Q9Y3A6,,TMED5,1,protein level,PE1,0
NX_Q5T9S5,,CCDC18,1,protein level,PE1,0
NX_Q01658,,DR1,1,protein level,PE1,0
NX_Q5T0N5,,FNBP1L,1,protein level,PE1,0
NX_O75815,,BCAR3,1,protein level,PE1,0
NX_Q5QJE6,,DNTTIP2,1,protein level,PE1,0
NX_P48507,,GCLM,1,protein level,PE1,0
NX_P78363,,ABCA4,1,protein level,PE1,0
NX_Q52LW3,,ARHGAP29,1,protein level,PE1,0
NX_P28288,,ABCD3,1,protein level,PE1,0
NX_P13726,,F3,1,protein level,PE1,0
NX_Q8N4M1,,SLC44A3,1,protein level,PE1,0
NX_Q15417,,CNN3,1,protein level,PE1,0
NX_Q96F25,,ALG14,1,protein level,PE1,0
NX_Q96MV1,,TMEM56,1,protein level,PE1,0
NX_Q9Y3V2,,RWDD3,1,protein level,PE1,0
NX_Q9UKA9,,PTBP2,1,protein level,PE1,0
NX_Q12882,,DPYD,1,protein level,PE1,0
NX_Q9UNH6,,SNX7,1,protein level,PE1,0
NX_Q32ZL2,,LPPR5,1,transcript level,PE2,1
NX_Q7Z2D5,,LPPR4,1,protein level,PE1,0
NX_Q9NP74,,PALMD,1,protein level,PE1,0
NX_Q6ZNA5,,FRRS1,1,protein level,PE1,0
NX_P35573,,AGL,1,protein level,PE1,0
NX_Q9Y2D2,,SLC35A3,1,protein level,PE1,0
NX_Q96MC6,,HIAT1,1,protein level,PE1,0
NX_Q6UVJ0,,SASS6,1,protein level,PE1,0
NX_Q9NUP7,,TRMT13,1,protein level,PE1,0
NX_Q96DD0,,LRRC39,1,transcript level,PE2,1
NX_P11182,,DBT,1,protein level,PE1,0
NX_O00442,,RTCA,1,protein level,PE1,0
NX_Q9UNH5,,CDC14A,1,protein level,PE1,0
NX_Q9GZN0,,GPR88,1,transcript level,PE2,1
NX_P19320,,VCAM1,1,protein level,PE1,0
NX_Q9UBQ6,,EXTL2,1,protein level,PE1,0
NX_Q8NEW0,,SLC30A7,1,protein level,PE1,0
NX_Q9H2P9,,DPH5,1,protein level,PE1,0
NX_P21453,,S1PR1,1,protein level,PE1,0
NX_Q96PB7,,OLFM3,1,protein level,PE1,0
NX_P12107,,COL11A1,1,protein level,PE1,0
NX_Q96LT9,,RNPC3,1,protein level,PE1,0
NX_P19961,,AMY2B,1,protein level,PE1,0
NX_P04746,,AMY2A,1,protein level,PE1,0
NX_P04745,,AMY1A,1,protein level,PE1,0
NX_P04745,,AMY1B,1,protein level,PE1,0
NX_P04745,,AMY1C,1,protein level,PE1,0
NX_Q96LA8,,PRMT6,1,protein level,PE1,0
NX_Q9Y2I2,,NTNG1,1,protein level,PE1,0
NX_Q9UKW4,,VAV3,1,protein level,PE1,0
NX_Q6NUK1,,SLC25A24,1,protein level,PE1,0
NX_Q96M43,,NBPF4,1,transcript level,PE2,1
NX_Q5VWK0,,NBPF6,1,transcript level,PE2,1
NX_Q86XG9,,NBPF5P,1,uncertain,PE5,0
NX_Q5T8I3,,FAM102B,1,protein level,PE1,0
NX_Q5T8I9,,HENMT1,1,protein level,PE1,0
NX_Q5VTL8,,PRPF38B,1,protein level,PE1,0
NX_Q5VTL7,,FNDC7,1,transcript level,PE2,1
NX_O00186,,STXBP3,1,protein level,PE1,0
NX_Q5T1N1,,AKNAD1,1,transcript level,PE2,1
NX_P81274,,GPSM2,1,protein level,PE1,0
NX_Q96S66,,CLCC1,1,protein level,PE1,0
NX_O94967,,WDR47,1,protein level,PE1,0
NX_Q15543,,TAF13,1,protein level,PE1,0
NX_Q9NRX6,,TMEM167B,1,protein level,PE1,0
NX_Q5T5A4,,C1orf194,1,transcript level,PE2,1
NX_Q6UXG2,,KIAA1324,1,protein level,PE1,0
NX_P49591,,SARS,1,protein level,PE1,0
NX_Q9HCU4,,CELSR2,1,protein level,PE1,0
NX_Q6PGN9,,PSRC1,1,protein level,PE1,0
NX_A2RUH7,,MYBPHL,1,transcript level,PE2,1
NX_Q99523,,SORT1,1,protein level,PE1,0
NX_P28066,,PSMA5,1,protein level,PE1,0
NX_Q5VXT5,,SYPL2,1,protein level,PE1,0
NX_Q5T6C5,,ATXN7L2,1,protein level,PE1,0
NX_Q8N8Q1,,CYB561D1,1,transcript level,PE2,1
NX_Q86WK6,,AMIGO1,1,protein level,PE1,0
NX_Q9BZJ8,,GPR61,1,transcript level,PE2,1
NX_P08754,,GNAI3,1,protein level,PE1,0
NX_P19087,,GNAT2,1,protein level,PE1,0
NX_Q01433,,AMPD2,1,protein level,PE1,0
NX_Q03013,,GSTM4,1,protein level,PE1,0
NX_P28161,,GSTM2,1,protein level,PE1,0
NX_P09488,,GSTM1,1,protein level,PE1,0
NX_P46439,,GSTM5,1,protein level,PE1,0
NX_P21266,,GSTM3,1,protein level,PE1,0
