Protein,Anchor,Gene,Chromosome,Source,Score
A2VDJ0,1,ENSG00000121210,4,PICR,3
A2VDJ0-2,0,ENSG00000121210,4,PICR,3
A2VDJ0-3,0,ENSG00000121210,4,PICR,3
A2VDJ0-5,0,ENSG00000121210,4,PICR,3
A2VEC9,0,null,7,UniProt,3
A2VEC9-2,0,null,7,UniProt,3
A3EY21,1,ENSG00000183873,3,PICR,3
A3KCU8,1,ENSG00000034677,8,PICR,3
A3KFI1,1,ENSG00000158747,1,PICR,3
A3KFI2,0,ENSG00000158747,1,PICR,3
A3KFI3,0,ENSG00000158747,1,PICR,3
A3KFI4,0,ENSG00000158747,1,PICR,3
A3KFI5,0,ENSG00000158747,1,PICR,3
A3KFI9,1,ENSG00000101138,20,PICR,3
A3KFJ0,1,ENSG00000087586,20,PICR,3
A3KFJ1,0,ENSG00000087586,20,PICR,3
A3KFJ2,0,ENSG00000087586,20,PICR,3
A3KFJ8,1,ENSG00000130720,9,PICR,3
A3KFK1,1,ENSG00000163374,1,PICR,3
A3KFK2,0,ENSG00000163374,1,PICR,3
A3KFL1,1,ENSG00000130713,9,PICR,3
A3KFL2,0,ENSG00000130713,9,PICR,3
A3KFL4,0,ENSG00000130713,9,PICR,3
A3KFL5,0,ENSG00000130713,9,PICR,3
A3KFT3,1,ENSG00000162727,1,PICR,3
A3KGM4,1,ENSG00000235569,HSCHR6_MHC_QBL,PICR,3
A3KGM5,0,ENSG00000235569,HSCHR6_MHC_QBL,PICR,3
A3KGM6,0,ENSG00000235569,HSCHR6_MHC_QBL,PICR,3
A3KGM7,0,ENSG00000235569,HSCHR6_MHC_QBL,PICR,3
A3KGM9,0,ENSG00000235569,HSCHR6_MHC_QBL,PICR,3
A3KGN0,0,ENSG00000235569,HSCHR6_MHC_QBL,PICR,3
A3KGN1,0,ENSG00000235569,HSCHR6_MHC_QBL,PICR,3
A3KGN2,0,ENSG00000235569,HSCHR6_MHC_QBL,PICR,3
A3KGN5,1,ENSG00000206395,HSCHR6_MHC_QBL,PICR,3
A3KH01,1,ENSG00000206433,HSCHR6_MHC_QBL,PICR,3
A3KMH1,1,ENSG00000102763,13,PICR,3
A3KMH1-2,0,ENSG00000102763,13,PICR,3
A3KMH1-3,0,ENSG00000102763,13,PICR,3
A3KMR5,1,ENSG00000197119,14,PICR,3
A3KN61,1,ENSG00000185024,14,PICR,3
A3KN83,1,ENSG00000139697,12,PICR,3
A3KN83-2,0,ENSG00000139697,12,PICR,3
A3KN83-3,0,ENSG00000139697,12,PICR,3
A3KN83-4,0,ENSG00000139697,12,PICR,3
A3KQT1,1,ENSG00000267993,HG1497_PATCH,PICR,3
A3QJZ6,1,ENSG00000204508,1,PICR,3
A3QJZ7,1,ENSG00000239810,1,PICR,3
A3QK36,1,ENSG00000203697,1,PICR,3
A3QK37,0,ENSG00000203697,1,PICR,3
A4D0S4,1,ENSG00000091128,7,PICR,3
A4D0S4-2,0,ENSG00000091128,7,PICR,3
A4D0S4-3,0,ENSG00000091128,7,PICR,3
A4D0T2,1,ENSG00000205174,7,PICR,3
A4D0T7,1,ENSG00000214194,7,PICR,3
A4D0T7-2,0,ENSG00000214194,7,PICR,3
A4D0V7,1,ENSG00000106034,7,PICR,3
A4D0V7-2,0,ENSG00000106034,7,PICR,3
A4D0Y5,0,null,7,UniProt,3
A4D0Z6,1,ENSG00000106348,7,PICR,3
A4D104,1,ENSG00000219545,7,PICR,3
A4D126,1,ENSG00000214960,7,PICR,3
A4D126-2,0,ENSG00000214960,7,PICR,3
A4D161,1,ENSG00000188732,7,PICR,3
A4D161-2,0,ENSG00000188732,7,PICR,3
A4D161-3,0,ENSG00000188732,7,PICR,3
A4D174,1,ENSG00000222004,7,PICR,3
A4D1B5,1,ENSG00000186088,7,PICR,3
A4D1B5-2,0,ENSG00000186088,7,PICR,3
A4D1B5-3,0,ENSG00000186088,7,PICR,3
A4D1B5-4,0,ENSG00000186088,7,PICR,3
A4D1E1,1,ENSG00000182348,7,PICR,3
A4D1E9,1,ENSG00000105793,7,PICR,3
A4D1E9-2,0,ENSG00000105793,7,PICR,3
A4D1E9-3,0,ENSG00000105793,7,PICR,3
A4D1F6,1,ENSG00000240720,7,PICR,3
A4D1F6-2,0,ENSG00000240720,7,PICR,3
A4D1G6,1,ENSG00000004948,7,PICR,3
A4D1N5,1,ENSG00000183470,7,PICR,3
A4D1N6,1,ENSG00000221866,7,PICR,3
A4D1P6,1,ENSG00000105875,7,PICR,3
A4D1P6-2,0,ENSG00000105875,7,PICR,3
A4D1P6-3,0,ENSG00000105875,7,PICR,3
A4D1S0,1,ENSG00000188883,7,PICR,3
A4D1S0-2,0,ENSG00000188883,7,PICR,3
A4D1S5,1,ENSG00000146955,7,PICR,3
A4D1S5-2,0,ENSG00000146955,7,PICR,3
A4D1T9,1,ENSG00000165076,7,PICR,3
A4D1U4,1,ENSG00000262599,HSCHR7_1_CTG6,PICR,3
A4D1W8,1,ENSG00000086289,7,PICR,3
A4D1Z2,1,ENSG00000217455,7,PICR,3
A4D1Z8,0,null,7,UniProt,3
A4D212,1,ENSG00000164880,7,PICR,3
A4D250,1,ENSG00000204960,7,PICR,3
A4D251,1,ENSG00000218672,7,PICR,3
A4D256,0,null,7,UniProt,3
A4D263,1,ENSG00000164500,7,PICR,3
A4D2B0,1,ENSG00000214309,7,PICR,3
A4D2B8,0,null,7,UniProt,3
A4D2B8-2,0,null,7,UniProt,3
A4D2B8-3,0,null,7,UniProt,3
A4D2G3,1,ENSG00000221933,7,PICR,3
A4D2P6,1,ENSG00000215045,7,PICR,3
A4D2Q0,1,ENSG00000164828,7,PICR,3
A4D7U5,1,ENSG00000115966,2,PICR,3
A4D7V1,0,ENSG00000115966,2,PICR,3
A4D997,1,ENSG00000182150,9,PICR,3
A4F3V8,1,ENSG00000140465,15,PICR,3
A4F3V9,0,ENSG00000140465,15,PICR,3
A4F3W0,0,ENSG00000140465,15,PICR,3
A4FU01,1,ENSG00000264524,HG1287_PATCH,PICR,3
A4FU01-2,0,ENSG00000264524,HG1287_PATCH,PICR,3
A4FU01-3,0,ENSG00000264524,HG1287_PATCH,PICR,3
A4FU01-4,0,ENSG00000264524,HG1287_PATCH,PICR,3
A4FU01-5,0,ENSG00000264524,HG1287_PATCH,PICR,3
A4FU01-6,0,ENSG00000264524,HG1287_PATCH,PICR,3
A4FU16,1,ENSG00000141314,17,PICR,3
A4FU28,1,ENSG00000236761,6,PICR,3
A4FU49,1,ENSG00000214193,1,PICR,3
A4FU49-3,0,ENSG00000214193,1,PICR,3
A4FU49-4,0,ENSG00000214193,1,PICR,3
A4FU49-5,0,ENSG00000214193,1,PICR,3
A4FU49-6,0,ENSG00000214193,1,PICR,3
A4FU63,1,ENSG00000115598,2,PICR,3
A4FU69,1,ENSG00000176927,17,PICR,3
A4FU69-2,0,ENSG00000176927,17,PICR,3
A4FU69-3,0,ENSG00000176927,17,PICR,3
A4FU69-4,0,ENSG00000176927,17,PICR,3
A4FUP2,1,ENSG00000187079,11,PICR,3
A4GU14,1,ENSG00000117602,1,PICR,3
A4GXA9,1,ENSG00000197774,16,PICR,3
A4GXA9-2,0,ENSG00000197774,16,PICR,3
A4IF30,1,ENSG00000151812,14,PICR,3
A4IF30-2,0,ENSG00000151812,14,PICR,3
A4KYM5,1,ENSG00000111653,12,PICR,3
A4Q9G9,1,ENSG00000126856,16,PICR,3
A4QMS7,1,ENSG00000215217,5,PICR,3
A4QN01,1,ENSG00000235931,10,PICR,3
A4QN25,1,ENSG00000186086,1,PICR,3
A4QPA5,1,ENSG00000152672,2,PICR,3
A4QPB2,1,ENSG00000100068,22,PICR,3
A4QPB2-2,0,ENSG00000100068,22,PICR,3
A4QPB6,1,ENSG00000136002,2,PICR,3
A4UGR9,1,ENSG00000163092,2,PICR,3
A4UGR9-2,0,ENSG00000163092,2,PICR,3
A4UGR9-3,0,ENSG00000163092,2,PICR,1
A4UGR9-4,0,ENSG00000163092,2,PICR,3
A4UGR9-5,0,ENSG00000163092,2,PICR,3
A4UGR9-6,0,ENSG00000163092,2,PICR,3
A4UGR9-7,0,ENSG00000163092,2,PICR,3
A4UHQ9,1,ENSG00000005436,2,PICR,3
A5A3E0,1,ENSG00000196604,2,PICR,3
A5D6W6,1,ENSG00000139914,14,PICR,3
A5D6W6-2,0,ENSG00000139914,14,PICR,3
A5D8T8,1,ENSG00000157322,16,PICR,3
A5D8T8-2,0,ENSG00000157322,16,PICR,1
A5D8V6,1,ENSG00000167987,11,PICR,3
A5D8V7,1,ENSG00000198003,19,PICR,3
A5D8W1,1,ENSG00000105792,7,PICR,3
A5D8W1-2,0,ENSG00000105792,7,PICR,3
A5D8W1-3,0,ENSG00000105792,7,PICR,3
A5D8W1-4,0,ENSG00000105792,7,PICR,3
A5D8W1-5,0,ENSG00000105792,7,PICR,3
A5D8W3,1,ENSG00000197150,7,PICR,3
A5LHX3,1,ENSG00000222028,14,PICR,3
A5PKU7,1,ENSG00000121075,17,PICR,3
A5PKV6,1,ENSG00000175595,16,PICR,3
A5PKW4,1,ENSG00000059915,10,PICR,3
A5PKW4-2,0,ENSG00000059915,10,PICR,1
A5PKY6,1,ENSG00000114770,3,PICR,3
A5PKZ0,1,ENSG00000138002,2,PICR,3
A5PL29,1,ENSG00000127527,19,PICR,3
A5PL33,1,ENSG00000133619,7,PICR,3
A5PL33-2,0,ENSG00000133619,7,PICR,3
A5PL33-3,0,ENSG00000133619,7,PICR,3
A5PLK6,1,ENSG00000121446,1,PICR,3
A5PLK6-2,0,ENSG00000121446,1,PICR,3
A5PLK6-3,0,ENSG00000121446,1,PICR,3
A5PLK6-4,0,ENSG00000121446,1,PICR,3
A5PLK6-5,0,ENSG00000121446,1,PICR,3
A5PLK6-6,0,ENSG00000121446,1,PICR,3
A5PLL1,1,ENSG00000189127,5,PICR,3
A5PLL3,1,ENSG00000083168,8,PICR,3
A5PLL7,1,ENSG00000240849,20,PICR,3
A5PLN7,1,ENSG00000109794,4,PICR,3
A5PLN7-2,0,ENSG00000109794,4,PICR,3
A5PLN7-3,0,ENSG00000109794,4,PICR,3
A5PLN7-4,0,ENSG00000109794,4,PICR,3
A5PLN9,1,ENSG00000113597,5,PICR,3
A5PLN9-2,0,ENSG00000113597,5,PICR,3
A5PLN9-4,0,ENSG00000113597,5,PICR,3
A5PLN9-5,0,ENSG00000113597,5,PICR,3
A5PLN9-7,0,ENSG00000113597,5,PICR,1
A5PLP2,1,ENSG00000168481,8,PICR,3
A5X5Y0,1,ENSG00000186038,3,PICR,3
A5X5Y0-2,0,ENSG00000186038,3,PICR,3
A5X5Y0-3,0,ENSG00000186038,3,PICR,3
A5X5Y0-4,0,ENSG00000186038,3,PICR,3
A5X5Y0-6,0,ENSG00000186038,3,PICR,3
A5X8Z9,1,ENSG00000188467,15,PICR,3
A5YKK6,1,ENSG00000125107,16,PICR,3
A5YKK6-2,0,ENSG00000125107,16,PICR,3
A5YKK6-3,0,ENSG00000125107,16,PICR,3
A5YKK6-4,0,ENSG00000125107,16,PICR,3
A5YM69,1,ENSG00000213214,7,PICR,3
A5YM72,1,ENSG00000172508,11,PICR,3
A5YM72-2,0,ENSG00000172508,11,PICR,1
A5YM72-3,0,ENSG00000172508,11,PICR,3
A5YRV1,1,ENSG00000185499,1,PICR,3
A5YW33,1,ENSG00000184588,1,PICR,3
A6BM72,1,ENSG00000263138,HSCHR15_1_CTG8,PICR,3
A6BM72-2,0,ENSG00000263138,HSCHR15_1_CTG8,PICR,3
A6BM72-3,1,ENSG00000157890,15,PICR,3
A6BM72-4,0,ENSG00000157890,15,PICR,3
A6H8M9,1,ENSG00000187492,3,PICR,3
A6H8M9-2,0,ENSG00000187492,3,PICR,3
A6H8Y1,1,ENSG00000261932,HSCHR5_1_CTG1,PICR,3
A6H8Y1-2,0,ENSG00000261932,HSCHR5_1_CTG1,PICR,3
A6H8Y1-3,0,ENSG00000261932,HSCHR5_1_CTG1,PICR,3
A6H8Y1-4,0,ENSG00000261932,HSCHR5_1_CTG1,PICR,3
A6H8Y1-5,0,ENSG00000261932,HSCHR5_1_CTG1,PICR,3
A6H8Y1-6,0,ENSG00000261932,HSCHR5_1_CTG1,PICR,3
A6H8Y1-7,0,ENSG00000261932,HSCHR5_1_CTG1,PICR,3
A6H8Y1-8,1,ENSG00000145734,5,PICR,3
A6H8Y7,1,ENSG00000186714,11,PICR,3
A6H8Z2,1,ENSG00000204930,9,PICR,3
A6H8Z2-2,0,ENSG00000204930,9,PICR,1
A6H8Z2-3,0,ENSG00000204930,9,PICR,3
A6H8Z3,1,ENSG00000115839,2,PICR,3
A6H900,1,ENSG00000162779,1,PICR,3
A6MA65,1,ENSG00000079335,1,PICR,3
A6NC03,1,ENSG00000132185,1,PICR,3
A6NC05,1,ENSG00000164241,5,PICR,3
A6NC05-2,0,ENSG00000164241,5,PICR,3
A6NC16,0,ENSG00000196604,2,PICR,3
A6NC17,1,ENSG00000166986,12,PICR,3
A6NC19,1,ENSG00000126432,11,PICR,3
A6NC42,1,ENSG00000203909,6,PICR,3
A6NC48,1,ENSG00000109743,4,PICR,3
A6NC51,1,ENSG00000180061,19,PICR,3
A6NC57,1,ENSG00000181626,18,PICR,3
A6NC57-2,0,ENSG00000181626,18,PICR,3
A6NC57-3,0,ENSG00000181626,18,PICR,3
A6NC58,1,ENSG00000147130,X,PICR,3
A6NC61,1,ENSG00000204572,11,PICR,3
A6NC62,1,ENSG00000146587,7,PICR,1
A6NC78,1,ENSG00000153666,15,PICR,3
A6NC86,1,ENSG00000234465,19,PICR,3
A6NC86-2,0,ENSG00000234465,19,PICR,3
A6NC86-3,0,ENSG00000234465,19,PICR,3
A6NC86-4,0,ENSG00000234465,19,PICR,3
A6NC89,1,ENSG00000106714,9,PICR,3
A6NC97,0,null,3,UniProt,3
A6NC98,1,ENSG00000168071,11,PICR,3
A6NC98-2,0,ENSG00000168071,11,PICR,3
A6NC98-3,0,ENSG00000168071,11,PICR,1
A6NC98-4,0,ENSG00000168071,11,PICR,3
A6NC98-5,0,ENSG00000168071,11,PICR,3
A6NC98-6,0,ENSG00000168071,11,PICR,3
A6NCA8,0,ENSG00000137073,9,PICR,3
A6NCB2,1,ENSG00000162604,1,PICR,3
A6NCB9,1,ENSG00000104313,8,PICR,3
A6NCC3,1,ENSG00000206127,15,PICR,3
A6NCC3-1,0,ENSG00000206127,15,PICR,3
A6NCC9,1,ENSG00000184281,11,PICR,3
A6NCD1,0,null,11,UniProt,3
A6NCD4,1,ENSG00000173088,10,PICR,3
A6NCD4-2,0,ENSG00000173088,10,PICR,3
A6NCE0,1,ENSG00000204060,1,PICR,3
A6NCE7,1,ENSG00000171471,12,PICR,3
A6NCF5,1,ENSG00000185271,14,PICR,3
A6NCF6,0,null,X,UniProt,3
A6NCG2,1,ENSG00000168065,11,PICR,3
A6NCI0,1,ENSG00000198015,12,PICR,3
A6NCI4,1,ENSG00000175267,16,PICR,3
A6NCI4-2,0,ENSG00000175267,16,PICR,3
A6NCI4-3,0,ENSG00000175267,16,PICR,3
A6NCI4-4,0,ENSG00000175267,16,PICR,3
A6NCI5,1,ENSG00000203721,1,PICR,3
A6NCI8,1,ENSG00000187833,2,PICR,3
A6NCJ1,1,ENSG00000183397,19,PICR,3
A6NCK0,1,ENSG00000159593,16,PICR,3
A6NCK2,0,null,2,UniProt,3
A6NCL1,1,ENSG00000205835,3,PICR,3
A6NCL2,0,null,12,UniProt,3
A6NCL7,1,ENSG00000164236,5,PICR,3
A6NCM1,0,null,7,UniProt,3
A6NCM5,0,null,15,UniProt,3
A6NCN2,0,null,12,UniProt,3
A6NCN8,1,ENSG00000206044,12,PICR,3
A6NCP5,1,ENSG00000006740,17,PICR,3
A6NCP7,1,ENSG00000156096,4,PICR,3
A6NCQ0,1,ENSG00000165609,10,PICR,3
A6NCQ8,1,ENSG00000158869,1,PICR,3
A6NCQ9,1,ENSG00000189051,17,PICR,3
A6NCR3,1,ENSG00000166317,10,PICR,3
A6NCR4,1,ENSG00000149043,11,PICR,3
A6NCS4,1,ENSG00000180053,8,PICR,3
A6NCS6,1,ENSG00000204128,2,PICR,3
A6NCS7,1,ENSG00000183878,Y,PICR,3
A6NCS9,1,ENSG00000054282,1,PICR,3
A6NCT7,1,ENSG00000084636,1,PICR,3
A6NCV1,1,ENSG00000197706,12,PICR,3
A6NCW0,0,null,8,UniProt,3
A6NCW3,1,ENSG00000268674,1,PICR,3
A6NCW7,0,null,8,UniProt,3
A6NCX1,0,null,2,UniProt,3
A6ND01,1,ENSG00000183560,11,PICR,3
A6ND01-2,0,ENSG00000183560,11,PICR,3
A6ND05,1,ENSG00000075043,20,PICR,3
A6ND12,1,ENSG00000268498,HG1438_PATCH,PICR,3
A6ND22,1,ENSG00000182180,10,PICR,3
A6ND33,1,ENSG00000123342,12,PICR,3
A6ND36,1,ENSG00000188522,17,PICR,3
A6ND36-2,0,ENSG00000188522,17,PICR,3
A6ND48,1,ENSG00000189181,1,PICR,3
A6ND58,1,ENSG00000166979,21,PICR,3
A6ND61,0,ENSG00000268498,HG1438_PATCH,PICR,3
A6ND77,1,ENSG00000089225,12,PICR,3
A6ND79,1,ENSG00000157625,X,PICR,3
A6ND81,1,ENSG00000012211,X,PICR,3
A6ND82,1,ENSG00000269285,HG1436_HG1432_PATCH,PICR,3
A6ND91,1,ENSG00000204653,19,PICR,3
A6ND91-2,0,ENSG00000204653,19,PICR,3
A6ND93,1,ENSG00000183569,22,PICR,3
A6ND99,1,ENSG00000153936,1,PICR,3
A6NDA1,1,ENSG00000268671,HG1497_PATCH,PICR,3
A6NDA9,1,ENSG00000204033,10,PICR,3
A6NDB9,1,ENSG00000187867,19,PICR,3
A6NDC7,1,ENSG00000068831,11,PICR,3
A6NDD2,0,null,4,UniProt,3
A6NDD5,1,ENSG00000183379,14,PICR,3
A6NDD8,1,ENSG00000203836,1,PICR,3
A6NDE4,1,ENSG00000242875,Y,PICR,3
A6NDE8,1,ENSG00000268311,HG1436_HG1432_PATCH,PICR,3
A6NDF3,1,ENSG00000269056,HG1425_PATCH,PICR,3
A6NDG6,1,ENSG00000184207,16,PICR,3
A6NDH6,1,ENSG00000233412,3,PICR,3
A6NDI0,1,ENSG00000182053,11,PICR,3
A6NDI8,1,ENSG00000269101,HG1436_HG1432_PATCH,PICR,3
A6NDJ3,1,ENSG00000229549,Y,PICR,3
A6NDJ8,0,null,16,UniProt,3
A6NDK9,1,ENSG00000167195,15,PICR,3
A6NDL0,1,ENSG00000197681,17,PICR,3
A6NDL7,0,null,13,UniProt,3
A6NDL8,1,ENSG00000205327,12,PICR,3
A6NDN0,1,ENSG00000054116,1,PICR,3
A6NDN3,1,ENSG00000215186,15,PICR,3
A6NDN8,1,ENSG00000173727,11,PICR,1
A6NDP7,1,ENSG00000185105,17,PICR,3
A6NDQ2,0,null,11,UniProt,3
A6NDR6,0,null,17,UniProt,3
A6NDR9,0,ENSG00000084636,1,PICR,3
A6NDS4,1,ENSG00000260069,HG75_PATCH,PICR,3
A6NDT1,1,ENSG00000146147,6,PICR,3
A6NDU8,1,ENSG00000205765,5,PICR,3
A6NDV3,1,ENSG00000163386,1,PICR,3
A6NDV4,1,ENSG00000137103,9,PICR,3
A6NDV4-2,0,ENSG00000137103,9,PICR,3
A6NDV4-3,0,ENSG00000137103,9,PICR,3
A6NDW0,1,ENSG00000169249,X,PICR,3
A6NDW3,1,ENSG00000105699,19,PICR,3
A6NDX4,1,ENSG00000197414,15,PICR,1
A6NDX5,0,null,20,UniProt,3
A6NDY0,1,ENSG00000205022,16,PICR,3
A6NDY0-2,0,ENSG00000205022,16,PICR,3
A6NDY0-3,0,ENSG00000205022,16,PICR,3
A6NDY0-4,0,ENSG00000205022,16,PICR,3
A6NDY2,0,null,8,UniProt,3
A6NDY5,1,ENSG00000147804,8,PICR,3
A6NDZ3,1,ENSG00000101347,20,PICR,3
A6NDZ7,1,ENSG00000130032,X,PICR,3
A6NDZ8,1,ENSG00000205718,19,PICR,3
A6NE01,1,ENSG00000185958,12,PICR,3
A6NE02,1,ENSG00000204347,17,PICR,3
A6NE09,1,ENSG00000205246,19,PICR,3
A6NE21,0,null,8,UniProt,3
A6NE23,0,ENSG00000260069,HG75_PATCH,PICR,3
A6NE42,1,ENSG00000177426,18,PICR,3
A6NE52,1,ENSG00000179698,8,PICR,3
A6NE52-2,0,ENSG00000179698,8,PICR,3
A6NE64,0,null,10,UniProt,3
A6NE70,1,ENSG00000183337,X,PICR,3
A6NE76,1,ENSG00000158290,X,PICR,3
A6NE78,1,ENSG00000130595,11,PICR,3
A6NE82,1,ENSG00000182315,19,PICR,3
A6NE92,1,ENSG00000269642,HG1497_PATCH,PICR,3
A6NEA5,1,ENSG00000268991,1,PICR,3
A6NEC0,1,ENSG00000111196,12,PICR,3
A6NEC2,1,ENSG00000261674,HG745_PATCH,PICR,3
A6NEC2-2,0,ENSG00000261674,HG745_PATCH,PICR,3
A6NEC2-3,0,ENSG00000261674,HG745_PATCH,PICR,3
A6NEC3,1,ENSG00000233803,Y,PICR,3
A6NED0,1,ENSG00000100577,14,PICR,3
A6NED2,1,ENSG00000166965,15,PICR,3
A6NED7,1,ENSG00000171488,1,PICR,3
A6NEE1,1,ENSG00000175985,14,PICR,3
A6NEF1,1,ENSG00000267829,HG1436_HG1432_PATCH,PICR,3
A6NEF3,1,ENSG00000184206,15,PICR,3
A6NEH6,1,ENSG00000187600,2,PICR,3
A6NEH8,1,ENSG00000237149,10,PICR,3
A6NEJ1,0,null,X,UniProt,3
A6NEJ8,1,ENSG00000256977,2,PICR,3
A6NEK1,1,ENSG00000205784,19,PICR,3
A6NEL0,1,ENSG00000205581,21,PICR,3
A6NEL2,1,ENSG00000186212,4,PICR,3
A6NEL3,1,ENSG00000158483,11,PICR,1
A6NEM1,1,ENSG00000196648,15,PICR,3
A6NEM1-2,0,ENSG00000196648,15,PICR,3
A6NEM2,1,ENSG00000268768,HG1497_PATCH,PICR,3
A6NEM5,1,ENSG00000142892,1,PICR,3
A6NEN9,1,ENSG00000204165,X,PICR,3
A6NEP8,1,ENSG00000268757,HG1497_PATCH,PICR,3
A6NEP9,1,ENSG00000108219,10,PICR,3
A6NEQ0,1,ENSG00000242389,Y,PICR,3
A6NEQ2,1,ENSG00000182103,11,PICR,3
A6NEQ6,1,ENSG00000112280,6,PICR,3
A6NEQ9,0,null,20,UniProt,3
A6NER0,1,ENSG00000185128,17,PICR,3
A6NER3,1,ENSG00000224659,X,PICR,3
A6NER6,1,ENSG00000172137,16,PICR,3
A6NES3,1,ENSG00000149547,11,PICR,3
A6NES4,1,ENSG00000185038,2,PICR,1
A6NET4,1,ENSG00000206536,3,PICR,3
A6NEV1,1,ENSG00000206260,3,PICR,3
A6NEW6,0,null,8,UniProt,3
A6NEW7,1,ENSG00000075073,10,PICR,3
A6NEY3,0,null,15,UniProt,3
A6NEY8,0,null,2,UniProt,3
A6NF01,0,null,7,UniProt,3
A6NF02,1,ENSG00000196796,16,PICR,1
A6NF06,1,ENSG00000215033,10,PICR,3
A6NF29,1,ENSG00000107643,10,PICR,3
A6NF31,1,ENSG00000046651,X,PICR,3
A6NF34,1,ENSG00000198250,10,PICR,3
A6NF36,1,ENSG00000166329,17,PICR,3
A6NF48,1,ENSG00000162702,1,PICR,3
A6NF51,1,ENSG00000162813,1,PICR,3
A6NF83,1,ENSG00000185290,7,PICR,3
A6NF89,1,ENSG00000188324,12,PICR,3
A6NFA0,0,null,9,UniProt,3
A6NFA1,1,ENSG00000204018,1,PICR,3
A6NFB4,1,ENSG00000136488,17,PICR,3
A6NFC5,1,ENSG00000204278,17,PICR,3
A6NFC5-2,0,ENSG00000204278,17,PICR,3
A6NFC5-3,0,ENSG00000204278,17,PICR,3
A6NFC9,0,null,1,UniProt,3
A6NFD7,0,ENSG00000185128,17,PICR,3
A6NFD8,1,ENSG00000187821,4,PICR,3
A6NFD8-2,0,ENSG00000187821,4,PICR,3
A6NFE2,1,ENSG00000165935,12,PICR,3
A6NFE3,1,ENSG00000185055,7,PICR,3
A6NFF2,1,ENSG00000268035,HG1438_PATCH,PICR,3
A6NFF4,1,ENSG00000120049,10,PICR,3
A6NFH5,1,ENSG00000197416,8,PICR,3
A6NFI1,1,ENSG00000267929,HG1436_HG1432_PATCH,PICR,3
A6NFI3,0,null,7,UniProt,3
A6NFK2,1,ENSG00000204928,5,PICR,3
A6NFL3,1,ENSG00000160072,1,PICR,3
A6NFL8,0,null,15,UniProt,3
A6NFM0,1,ENSG00000228049,7,PICR,3
A6NFN2,1,ENSG00000136754,10,PICR,3
A6NFN3,1,ENSG00000267483,HG748_PATCH,PICR,3
A6NFN5,1,ENSG00000105672,19,PICR,3
A6NFN9,1,ENSG00000206199,3,PICR,3
A6NFQ2,1,ENSG00000170379,7,PICR,3
A6NFQ2-2,0,ENSG00000170379,7,PICR,3
A6NFQ2-3,0,ENSG00000170379,7,PICR,3
A6NFQ7,1,ENSG00000204595,19,PICR,3
A6NFQ9,1,ENSG00000164402,5,PICR,3
A6NFR2,1,ENSG00000130433,19,PICR,3
A6NFR6,1,ENSG00000204661,5,PICR,3
A6NFR6-2,0,ENSG00000204661,5,PICR,3
A6NFR6-3,0,ENSG00000204661,5,PICR,3
A6NFR6-4,0,ENSG00000204661,5,PICR,3
A6NFR9,1,ENSG00000204481,1,PICR,3
A6NFS0,0,ENSG00000269642,HG1497_PATCH,PICR,3
A6NFT4,1,ENSG00000186710,12,PICR,3
A6NFU0,1,ENSG00000214447,17,PICR,3
A6NFU8,1,ENSG00000269733,HG971_PATCH,PICR,3
A6NFV8,1,ENSG00000047579,6,PICR,3
A6NFW1,0,ENSG00000268498,HG1438_PATCH,PICR,3
A6NFX1,1,ENSG00000205639,2,PICR,3
A6NFX8,0,ENSG00000165609,10,PICR,3
A6NFY0,1,ENSG00000269326,HG1497_PATCH,PICR,3
A6NFY4,1,ENSG00000189362,2,PICR,3
A6NFY7,1,ENSG00000205138,19,PICR,3
A6NFZ4,1,ENSG00000203795,10,PICR,3
A6NG08,1,ENSG00000081870,1,PICR,3
A6NG10,1,ENSG00000132471,17,PICR,3
A6NG13,1,ENSG00000205301,4,PICR,3
A6NG31,1,ENSG00000133321,11,PICR,3
A6NG32,1,ENSG00000131165,16,PICR,3
A6NG45,1,ENSG00000123131,X,PICR,3
A6NG51,1,ENSG00000197694,9,PICR,3
A6NG64,1,ENSG00000148655,10,PICR,3
A6NG73,0,null,7,UniProt,3
A6NG75,1,ENSG00000132819,20,PICR,3
A6NG79,1,ENSG00000143294,1,PICR,3
A6NG92,0,ENSG00000170160,17,PICR,3
A6NG98,1,ENSG00000143537,1,PICR,3
A6NG99,1,ENSG00000234972,17,PICR,3
A6NGA6,1,ENSG00000007952,X,PICR,3
A6NGA9,1,ENSG00000187806,15,PICR,3
A6NGB7,1,ENSG00000188051,19,PICR,3
A6NGB9,1,ENSG00000122574,7,PICR,3
A6NGC4,1,ENSG00000185561,17,PICR,3
A6NGD5,1,ENSG00000204532,19,PICR,3
A6NGE4,1,ENSG00000226372,X,PICR,3
A6NGE7,1,ENSG00000183463,13,PICR,3
A6NGF6,1,ENSG00000002586,X,PICR,3
A6NGG3,1,ENSG00000205549,9,PICR,3
A6NGG3-2,0,ENSG00000205549,9,PICR,3
A6NGG8,1,ENSG00000179270,2,PICR,3
A6NGH2,1,ENSG00000143153,1,PICR,3
A6NGH7,1,ENSG00000203952,X,PICR,3
A6NGH8,1,ENSG00000157999,7,PICR,3
A6NGI5,0,ENSG00000162669,1,PICR,3
A6NGJ0,1,ENSG00000165169,X,PICR,3
A6NGJ6,0,null,11,UniProt,3
A6NGJ7,0,ENSG00000268498,HG1438_PATCH,PICR,3
